0,25760,36567,36769
0,24064,17313,62740
0,55743,20775,17927
0,5447,36567,36769
0,42525,18718,38992
0,28053,17423,36927
0,7224,1243,19711
0,84482,39428,34711
0,42855,58625,1710
0,30548,2907,11554
0,481,14334,59983
0,73413,51727,38639
0,59757,43727,65944
0,62563,34459,24653
0,64113,15616,41811
0,45915,36451,50610
0,64613,14334,59983
0,53967,45777,48887
0,29461,1475,60892
0,41906,1243,34157
1,75065,20173,64267
1,64672,15274,19271
1,63352,34457,28174
1,11809,51024,2229
1,15389,49320,31541
1,36169,35365,8163
1,76341,51889,63328
1,14379,38322,30440
1,12486,57497,51816
1,13904,57227,28174
1,72446,31500,12901
1,4688,34457,28174
1,25506,15943,64267
1,1668,49320,31541
1,3605,12120,65594
1,75926,15943,64267
1,85145,44673,19785
1,22726,51093,27954
1,70720,51093,27954
1,21684,15918,33191
2,55737,34372,24332
2,52273,26103,11381
2,59702,27969,16074
2,54036,34372,24332
2,12814,15769,49906
2,82494,24392,23251
2,57243,5425,47298
2,75334,15357,8026
2,1046,42416,61151
2,25923,3602,20395
2,15905,30247,17312
2,19566,34372,56012
2,32223,18339,27973
2,64205,3602,23953
2,34042,15357,64519
2,79746,18339,27973
2,2601,39320,61919
2,30687,58948,39642
2,23454,28600,24332
2,71183,26103,11381
3,64605,7164,9996
3,83787,25458,43279
3,62351,20595,11824
3,71561,8346,33938
3,74108,29764,6786
3,30277,5588,821
3,59103,34521,45119
3,44407,12961,3860
3,36124,5588,38591
3,79779,18193,1706
3,10335,8346,32235
3,75190,25458,31320
3,85372,28261,47277
3,60080,32079,61185
3,51984,40743,9996
3,42240,40148,36175
3,57921,8346,32235
3,23895,52668,37828
3,42058,21795,42439
3,45467,12961,3860
4,61716,9268,22223
4,77290,16752,32970
4,4775,40683,59072
4,20932,59646,21877
4,31393,46491,62787
4,48134,12779,5380
4,29311,49451,42123
4,80406,35795,64223
4,49074,29690,41537
4,64047,46533,647
4,81251,37952,35923
4,81964,2774,3182
4,41115,26543,34379
4,66289,56856,13985
4,40064,20547,11348
4,8962,28474,17787
4,42101,25586,59790
4,5259,30390,51843
4,77224,37181,1114
4,39366,52596,31054
5,46009,45293,44467
5,24427,60107,25754
5,1251,5085,46421
5,1913,6589,9583
5,69126,50274,56240
5,5878,37796,10468
5,28545,55818,14178
5,75946,7960,26711
5,61469,21534,63656
5,70786,31362,65011
5,4418,9264,42492
5,60819,17355,24307
5,14594,40685,65081
5,35942,45293,44467
5,56389,43164,45984
5,32500,32930,14870
5,83922,25976,12733
5,84432,6874,44678
5,28191,28146,33179
5,46529,5748,33678
6,27805,2549,8111
6,24710,55626,41858
6,43517,28246,12076
6,2935,40196,21934
6,45704,41059,60892
6,31125,1631,45153
6,72034,54838,53361
6,71616,41471,4906
6,77118,60026,49615
6,42764,28482,59474
6,5560,37567,32364
6,72878,57598,49975
6,71725,53424,44411
6,51779,5887,3896
6,83998,26295,42070
6,44314,28482,59474
6,82888,54275,35358
6,50829,18766,63666
6,10687,47089,35358
6,33742,2428,41103
7,84668,22543,38223
7,16640,35057,25891
7,55099,19685,57933
7,36368,52555,16723
7,30609,32440,35384
7,74029,19685,57933
7,83041,46468,11299
7,47413,618,8457
7,43344,44368,25891
7,83860,23567,25891
7,22271,23286,3385
7,82469,55853,57785
7,81111,358,21426
7,21926,41638,47396
7,12437,39264,33818
7,62120,40212,17205
7,34630,17729,53683
7,30153,28766,6867
7,74967,47677,23620
7,12019,44368,25891
8,65023,22518,3349
8,40939,15897,26009
8,24256,20956,29534
8,10266,38692,63220
8,25685,11158,31938
8,11020,32733,49543
8,9071,23870,60915
8,16909,50752,39268
8,38232,9386,46080
8,41868,10102,12402
8,65361,40582,8585
8,51509,39621,8658
8,34296,20265,38128
8,69770,45591,22410
8,65023,19229,43671
8,66698,11158,31938
8,11550,24688,25324
8,42561,41233,12281
8,15209,10711,49084
8,41256,5102,4636
9,37039,18992,27719
9,41677,58934,22948
9,53924,18975,13362
9,17656,47092,52621
9,34321,40771,12256
9,3996,5281,47826
9,18718,8346,30178
9,49278,1462,42622
9,45959,58585,14835
9,70104,4097,29253
9,52307,45128,2145
9,22934,33748,61690
9,59739,23812,61731
9,16093,26682,54975
9,26753,35963,27022
9,81577,33748,61690
9,10254,59440,32170
9,38262,39738,19764
9,3815,20901,21861
9,49150,59784,49753
10,3090,38897,7203
10,46573,21511,40582
10,13736,12781,49888
10,66050,56578,57310
10,59695,43582,61861
10,1369,3095,12491
10,85085,44416,38559
10,30164,16099,4401
10,58900,55122,20911
10,49124,14656,10418
10,56888,20981,52940
10,82973,38281,66066
10,66328,35118,63517
10,11017,41803,61750
10,77020,19658,18922
10,1806,35211,52099
10,61249,44409,28088
10,45810,54252,45983
10,36549,51984,33990
10,31450,47494,23168
11,5232,54312,15235
11,3528,543,35972
11,61088,31332,7458
11,10552,15687,14239
11,11573,31199,58592
11,43444,48512,23841
11,38867,58576,59283
11,36190,9579,63825
11,78395,49273,25250
11,48266,33370,53775
11,18445,24786,29985
11,19373,6639,66239
11,20040,38165,28718
11,35188,13011,45059
11,73437,49174,25694
11,64691,22557,55273
11,80002,45855,35972
11,2847,56426,10205
11,17891,35409,12974
11,78197,17405,25600
12,23745,41907,28746
12,56746,41147,3326
12,19409,458,1956
12,83099,34773,5335
12,42025,59500,21201
12,57008,51270,20449
12,30466,4316,8487
12,63515,4105,4962
12,39982,16048,44209
12,14328,33644,52543
12,29228,51270,20449
12,2999,24837,21705
12,4342,17601,39843
12,72222,7369,58172
12,3266,15545,29519
12,82397,49394,37727
12,67872,28148,34184
12,62483,30822,54408
12,14619,47580,43838
12,55048,56996,47982
13,42845,46292,22162
13,14728,57834,48899
13,7387,33568,24084
13,48025,22388,7040
13,75241,30453,24548
13,3285,44428,12741
13,21229,44428,12741
13,34639,4492,43745
13,17194,2599,65129
13,44361,30453,24548
13,61000,4492,43745
13,37744,12138,25729
13,2190,45204,34240
13,61271,35150,6025
13,50521,50228,181
13,77021,22153,34159
13,63906,20716,26857
13,34824,44535,55629
13,14745,8731,3531
