0,35142,35142,39996,18272
0,59635,59635,33911,17539
0,69986,69986,15223,33889
0,30373,17712,21618,37188
0,38304,38304,47984,31900
0,15816,15816,49907,30792
0,26391,26391,8108,10779
0,30888,30888,13776,283
0,46346,41156,8108,25911
0,48064,48064,47367,373
1,19733,19733,36229,10620
1,26645,26645,18745,2302
1,60958,60958,47029,14700
1,13350,8855,2818,6428
1,6731,6731,14652,25916
1,60880,60880,26356,50982
1,39989,39989,31390,28588
1,61263,53410,10067,4114
1,68859,68859,27016,58581
1,24088,24088,52424,10620
2,26116,26116,39322,30792
2,35738,35738,633,49113
2,43615,43615,6516,47451
2,10000,10000,33615,962
2,58624,11577,28211,47451
2,70803,70803,52846,15574
2,66630,66630,7251,25794
2,22635,22635,23887,962
2,29878,29878,22051,15574
2,57617,30275,46481,23061
3,1459,1459,21458,39833
3,51499,51499,45131,20816
3,18327,18327,5181,26391
3,2490,2490,51851,12741
3,39697,39697,7204,14977
3,12938,68709,42625,8391
3,27255,27255,28571,29920
3,29689,29689,36932,23775
3,39734,39734,27671,45815
3,35234,35234,22611,46561
4,57205,57205,12060,13149
4,11962,11962,18977,178
4,18105,18105,29022,24517
4,39475,41731,53100,17131
4,60671,60671,52987,14553
4,9644,9644,14718,53052
4,64984,64984,27572,20901
4,72249,72249,38518,38012
4,1411,50784,27274,28221
4,30128,30128,28790,19198
5,57428,10703,6063,5251
5,16038,35578,41007,5234
5,62980,28483,37041,24629
5,61200,61200,20257,10988
5,17092,17092,9706,29071
5,69263,69263,35416,12067
5,69263,28845,34796,19384
5,36118,33535,27413,25902
5,17881,17881,6183,5263
5,68839,45598,27203,52134
6,13777,61725,36422,44011
6,59610,64889,49406,42710
6,34565,34565,48417,20285
6,63499,63499,46570,42988
6,31568,31568,45136,4633
6,46465,16853,36124,56369
6,51894,51894,21454,30677
6,25254,25254,42839,42988
6,17039,17039,24430,42988
6,55074,52257,2494,12573
7,13197,13197,17489,45840
7,28780,28780,11288,36420
7,47976,47976,30877,36926
7,15068,18475,43821,34606
7,26885,26885,52110,38657
7,15148,15148,43842,45026
7,18639,18639,26230,47746
7,28426,28426,10818,38181
7,40264,40264,39748,1776
7,47491,47491,19147,12055
8,23057,23057,34495,29499
8,61711,61424,7747,32827
8,23057,23057,8201,31757
8,31042,32806,29234,41891
8,47724,47724,9527,29555
8,8391,8391,527,1723
8,37096,37096,24582,52471
8,705,705,27280,3219
8,62244,4866,48117,8829
8,5355,5355,11974,30978
9,39039,2743,10899,42944
9,4204,47576,28659,23226
9,32741,32741,44942,53074
9,45068,45068,24937,42944
9,28187,28187,30135,31703
9,44013,44013,43251,14986
9,68344,12343,26600,12929
9,44143,44143,19243,18438
9,26387,26387,35837,36630
9,8464,8464,44942,11097
10,3913,3913,32842,39079
10,29136,29136,18977,6998
10,27881,27881,20533,44587
10,41249,41249,18249,1379
10,64423,64423,32151,41208
10,24975,24975,47494,10600
10,20253,16674,26884,49414
10,36222,36222,33772,28206
10,26187,32525,4247,10600
10,988,988,18977,54071
11,37565,37565,53702,18131
11,60849,56844,12358,43465
11,6188,6188,49755,27602
11,69967,73468,32516,27689
11,47649,19109,22624,6810
11,51702,41528,8068,3588
11,42977,42977,51703,27912
11,43105,43105,31749,22638
11,23053,23053,1080,11684
11,19905,19905,9802,26338
12,37922,37922,29689,49700
12,56069,56069,5751,51485
12,47364,47364,8970,27975
12,58629,58629,13193,22893
12,41210,41210,38512,47201
12,38447,38447,53771,12482
12,3540,3540,35958,48273
12,48018,44699,9941,2643
12,54750,54750,22748,41579
12,72835,72835,44036,17287
13,12897,43951,50830,49905
13,1191,59494,7171,36539
13,8376,3327,45785,36539
13,39869,58102,23177,1782
13,8376,8376,1818,48209
13,9474,9474,15112,12516
13,12897,12897,46836,4862
13,58781,38664,53973,21942
13,33833,33833,2526,20772
13,22240,22240,32583,29638
14,73583,41088,32313,32863
14,46237,46237,7941,12651
14,2599,5066,48213,39893
14,45193,45094,15081,11481
14,26970,63119,2943,45315
14,45990,45990,18551,17537
14,30910,45881,30811,50205
14,23696,23696,20674,42530
14,53788,53788,28583,4256
14,65122,65122,37859,21587
15,53125,53125,51022,40779
15,51171,51171,3971,40779
15,43748,9186,42638,48309
15,70731,70731,21267,47665
15,51385,51385,23878,47665
15,13957,13957,19741,48309
15,71611,71611,516,48309
15,58054,58054,24458,40779
15,70705,70705,42638,40779
15,32559,32559,9565,47665
16,15113,59987,31359,11559
16,32910,32910,17764,58081
16,6551,19851,33319,7862
16,3403,3403,16436,58081
16,7085,8376,10068,13667
16,25858,25858,4626,2764
16,9288,9288,19754,42615
16,39218,39218,9435,58820
16,32492,26381,53226,58081
16,19851,19851,16238,13356
17,32510,35632,30190,10548
17,8599,10012,41685,15585
17,49688,49688,33054,54483
17,66302,66302,6356,55814
17,45407,49716,26285,19506
17,19476,46732,14241,50110
17,7012,55556,51745,11579
17,660,660,30896,4704
17,57181,57181,12364,44025
17,57132,59385,8550,26764
18,68422,68422,44966,13142
18,60318,60318,2074,33272
18,28253,27490,24686,27876
18,33686,33686,13355,19833
18,41245,41245,7155,13142
18,109,39343,18037,48675
18,37383,37383,6646,42820
18,58723,58723,34966,4583
18,58749,58749,24930,30869
18,45717,67286,27421,24863
19,54447,12199,15423,58133
19,42337,58107,9773,53953
19,17253,40081,42041,56534
19,57697,57697,24316,30226
19,20927,20927,51658,46273
19,25246,18640,33598,12988
19,2314,59455,2391,34913
19,52964,52964,38901,39967
19,33885,33885,8744,53301
19,11538,52731,53274,9531
20,59465,27938,20118,52891
20,5861,19112,36742,35103
20,70309,70309,4716,23557
20,64088,64088,3819,47210
20,9264,9264,3819,10425
20,70868,71950,7060,29321
20,20844,20844,35863,57083
20,44917,44917,35089,14253
20,38860,38860,8522,23651
20,44917,6619,6663,2643
21,55530,55530,50282,19202
21,27255,27255,1795,34307
21,39715,6271,9633,7966
21,46516,29439,13901,24542
21,70163,40926,19507,45235
21,5092,5092,52573,6454
21,62266,73364,31553,23107
21,55645,55645,8514,21276
21,48200,48200,7024,34488
21,10114,12681,5255,31609
22,67943,67943,28845,30089
22,30630,59081,11067,28698
22,52956,52956,28845,17657
22,72548,72548,49813,22503
22,47075,47075,48104,3974
22,16016,16016,49167,53025
22,33080,33080,38582,11886
22,4895,4895,14516,53302
22,18099,18099,47719,479
22,60917,60917,37669,11222
23,5418,71727,13363,40241
23,8519,8519,33355,39595
23,5418,8972,46412,33596
23,50992,48306,17759,52748
23,56540,56540,37071,37809
23,26550,26550,25833,452
23,54650,5418,25833,37614
23,16771,16771,46330,48490
23,5418,64063,48121,3303
23,5654,61167,48121,52647
24,20635,28511,40740,48442
24,41258,31059,37419,33287
24,61071,21010,37776,1835
24,39791,64340,19852,6347
24,15673,59748,8967,55188
24,24786,24786,53510,6782
24,33833,33833,17457,9475
24,68190,68190,21037,52278
24,15954,43246,8391,46156
24,38215,38215,35940,23537
25,11354,11354,20118,50310
25,27546,27546,52800,53234
25,35602,40231,23687,7581
25,15190,17657,34086,20226
25,11944,11944,33750,25420
25,36250,36250,33899,20640
25,36357,36357,23440,14339
25,52804,8863,46206,51978
25,50319,57818,39706,47308
25,54100,54100,34086,37844
26,30484,30484,23170,56217
26,47449,47449,6570,1213
26,24008,24008,37068,26889
26,44357,44357,14651,32657
26,43591,43591,27255,47850
26,4235,326,28734,52551
26,33783,30298,35179,6526
26,49678,10182,33429,1794
26,27369,27369,31753,57145
26,21207,21207,37609,14522
27,52887,52887,43638,1167
27,35505,68570,19433,1167
27,50149,50442,26032,53616
27,54516,41635,42391,27106
27,27191,27191,51334,57140
27,24075,24075,46356,37843
27,73278,62548,34254,24479
27,51867,65879,28799,23786
27,37009,43335,10853,31129
27,51879,51879,43950,44040
28,43414,43414,36703,49772
28,33392,33392,25780,58757
28,53200,53200,10783,1268
28,29943,29943,16754,58133
28,71154,71154,856,11924
28,18639,46251,22394,34705
28,2276,2276,29726,29003
28,10011,10011,27705,12851
28,24727,24727,24319,57716
28,66982,66982,1448,48943
29,65924,36330,48077,3974
29,34522,34522,45424,42642
29,59428,59428,13726,37163
29,47061,47061,42886,25351
29,54859,54859,17040,31190
29,1224,1224,24892,43804
29,2272,28500,2874,33885
29,67308,50309,38037,7566
29,17842,17842,19743,52873
29,59297,59297,50099,50182
30,41529,1927,16206,10955
30,65159,65159,42913,29801
30,35412,35412,9199,10961
30,36120,36120,31118,49020
30,20158,20158,16701,24713
30,1557,39316,34480,44942
30,61032,1927,39935,56090
30,41748,41748,50428,55394
30,68988,64557,21642,33087
30,35747,35747,32604,32985
31,19863,19863,50574,53895
31,14939,58520,19076,15915
31,13417,45138,35806,6962
31,60163,56704,49569,6317
31,31906,31906,17759,10771
31,42757,42757,1704,18304
31,42757,47985,30188,18304
31,23676,23676,9149,1819
31,43690,43690,49569,50844
31,13417,13417,964,18629
32,72212,37813,19579,12085
32,23127,40251,39861,9256
32,49617,49617,48846,12149
32,68895,21394,18706,1506
32,43730,43818,176,20978
32,73170,73170,31855,40418
32,7813,7813,21312,3494
32,46288,46288,45074,25171
32,13953,66984,33650,43253
32,15807,15807,43026,37845
33,65309,50104,1432,14489
33,4116,34028,30823,13594
33,6709,24708,34350,1889
33,2912,2912,50288,36395
33,56318,56318,25050,19815
33,56791,72708,42162,14650
33,58878,43072,38521,18550
33,12574,12574,37530,17921
33,5628,6975,23458,892
33,33923,33923,2293,766
34,16592,16592,35681,57636
34,10737,10737,26943,45770
34,50212,50212,14209,43680
34,9455,9455,16189,28031
34,33978,6389,21969,2207
34,26105,8165,16348,49190
34,39636,67846,39995,38942
34,66418,55037,14747,42078
34,8415,48057,33034,54672
34,56035,56035,32193,15894
35,54909,54909,10873,40994
35,42373,42373,30462,41505
35,13324,13324,28732,41603
35,33651,33651,1507,24921
35,65857,65857,16386,41603
35,40746,14825,3548,28688
35,70572,27818,41792,32423
35,42174,42174,12492,27645
35,22534,38071,48792,22011
35,58075,58075,10914,54620
36,33737,33737,27757,57081
36,19446,19446,46660,1363
36,23549,23549,52774,50175
36,33529,33529,5799,15623
36,5767,52919,47568,3529
36,48995,48995,7313,3346
36,5265,5265,10755,40463
36,32604,32604,6107,54843
36,28280,28280,29517,22436
36,53779,67068,17361,8082
37,51145,66302,36742,18491
37,21172,43263,49381,28788
37,60951,46457,36412,23621
37,57313,57313,49381,48940
37,44936,44936,18303,37309
37,47956,20458,40762,52444
37,31813,31813,40056,26723
37,7304,43445,32285,43960
37,5861,13896,18723,22051
37,15861,27809,4823,42316
38,38444,38444,41861,11739
38,71631,71631,23416,58080
38,9584,9584,7364,4785
38,46534,46534,30229,11441
38,10545,10545,37211,642
38,15256,15256,49523,47274
38,56844,60657,51723,10088
38,60313,60313,50142,531
38,14847,14847,37042,17269
