0,35142,35142,39996,18272
0,59635,59635,33911,17539
0,69986,69986,15223,33889
0,30373,17712,21618,37188
0,38304,38304,47984,31900
0,15816,15816,49907,30792
0,26391,26391,8108,10779
0,30888,30888,13776,283
0,46346,41156,8108,25911
0,48064,48064,47367,373
0,49253,13202,36286,1268
0,59685,59685,15921,22860
0,41449,41449,38434,23334
0,41041,46178,7684,1976
0,24647,30744,9581,7454
0,2906,7621,47199,19697
0,64955,64955,16839,4020
0,13656,13656,25905,5634
0,48017,59877,36307,40723
0,64886,59727,29965,23847
0,3592,3592,7487,32570
0,37721,37721,18824,47542
0,16536,16536,15120,30792
0,23636,71787,28210,56007
0,62042,62042,7487,5798
0,54908,54908,50346,32724
0,72204,72204,21038,37160
0,45048,45048,46223,56586
0,12129,12129,38046,44916
0,8069,8069,13776,2173
0,18859,11102,1794,32456
0,738,738,45061,41715
0,32127,32127,18612,32885
0,65087,25053,38914,29567
0,47092,6974,43941,50090
0,5760,5760,10293,21440
0,23973,23973,44307,32724
0,22557,22557,5877,9592
0,45595,45595,45614,45426
0,2133,25738,3645,44751
0,60951,26642,42835,174
0,19010,19010,43842,33919
0,35707,35707,46223,23349
0,35570,35570,2208,20988
0,3692,15965,39460,21441
0,3254,3254,20242,56494
0,17203,17203,37778,39566
0,9399,9399,25643,45561
0,64955,64955,32001,28148
0,26068,26068,28923,29625
1,19733,19733,36229,10620
1,26645,26645,18745,2302
1,60958,60958,47029,14700
1,13350,8855,2818,6428
1,6731,6731,14652,25916
1,60880,60880,26356,50982
1,39989,39989,31390,28588
1,61263,53410,10067,4114
1,68859,68859,27016,58581
1,24088,24088,52424,10620
1,42451,52393,7399,25916
1,68203,60432,27406,28632
1,70212,70212,20360,8211
1,51019,8855,36703,53683
1,18523,66926,3509,148
1,31368,38939,36703,3724
1,8599,8599,3002,18051
1,57404,21274,17348,35179
1,68876,68876,7997,12491
1,15520,15520,38738,57259
1,54121,53891,27406,15291
1,60679,60679,31103,10271
1,34935,34935,6547,7958
1,18553,7087,36906,148
1,24523,23439,34636,382
1,350,70471,5081,2103
1,37023,37568,8330,30985
1,32298,32298,45325,51536
1,43888,25976,30244,31230
1,40978,34586,42722,42368
1,32896,32896,8330,48181
1,4103,34863,18799,51536
1,38457,38457,29287,16325
1,68876,5344,7997,29958
1,15256,18519,51673,24627
1,46514,46514,21392,51536
1,42503,42503,18845,48765
1,43626,43626,48835,14700
1,49536,55029,3115,47669
1,12446,12446,31686,22040
1,52500,28711,41189,14643
1,8907,8907,5416,50339
1,46480,46480,19849,35179
1,5828,3213,24201,58831
1,5342,3213,36886,382
1,33231,33231,10681,48765
1,38719,38719,41492,4114
1,40978,55363,48741,33822
1,19529,19529,5737,46294
1,38317,38317,20040,23939
2,26116,26116,39322,30792
2,35738,35738,633,49113
2,43615,43615,6516,47451
2,10000,10000,33615,962
2,58624,11577,28211,47451
2,70803,70803,52846,15574
2,66630,66630,7251,25794
2,22635,22635,23887,962
2,29878,29878,22051,15574
2,57617,30275,46481,23061
2,59738,59738,35357,30792
2,11291,11291,39322,36830
2,4838,4838,46481,30228
2,41060,41060,37312,22903
2,45008,45008,39322,16097
2,55577,55577,22051,35962
2,52726,52726,6807,5634
2,4707,4707,13811,48648
2,72583,72583,1578,1268
2,42650,42650,35357,49382
2,36634,36634,3097,41536
2,5292,5292,49746,7765
2,60467,60467,25046,23549
2,25458,25458,26096,19837
2,31777,31777,41792,8642
2,59838,28978,1555,56683
2,731,73415,39322,11271
2,32492,23429,38045,19837
2,35470,35470,15887,48309
2,6331,6331,6807,26982
2,34999,34999,9859,5634
2,31777,18655,48726,18688
2,37519,37519,29966,15574
2,16613,38636,9859,50063
2,16613,16613,9859,50063
2,45008,45008,67,29492
2,53156,55382,28213,51524
2,9940,9940,48700,50418
2,52723,25296,49152,30792
2,56276,56276,46481,22903
2,72583,72583,24385,15170
2,25987,69130,51497,50819
2,48266,48266,8391,40046
2,11624,11624,8391,9608
2,54950,54950,1555,13232
2,54950,54950,28403,13232
2,11624,11624,8391,5634
2,64681,64681,25928,9388
2,10000,10000,33615,45183
2,57099,33039,39567,50228
3,1459,1459,21458,39833
3,51499,51499,45131,20816
3,18327,18327,5181,26391
3,2490,2490,51851,12741
3,39697,39697,7204,14977
3,12938,68709,42625,8391
3,27255,27255,28571,29920
3,29689,29689,36932,23775
3,39734,39734,27671,45815
3,35234,35234,22611,46561
3,47573,47573,14077,44039
3,36234,36234,2550,12935
3,4974,3802,7684,47771
3,40965,40965,43750,24837
3,28078,47573,15550,49478
3,33733,16380,17712,15010
3,20260,20260,8391,292
3,19030,27938,24841,3632
3,70655,70655,50617,26514
3,41985,41985,52112,31625
3,10036,44986,31558,12741
3,7674,70850,21290,13621
3,63044,63044,42797,12829
3,27720,27720,19729,50066
3,22629,22629,32344,51676
3,69383,11105,11423,22213
3,68152,68152,52283,10455
3,2011,2011,43978,2306
3,4667,51678,27385,2008
3,6640,6640,51514,33777
3,57466,17204,30015,9404
3,57100,57100,27574,5279
3,47119,47119,48648,30269
3,5364,5364,22182,8899
3,21401,21401,35997,30327
3,43570,43570,22592,23062
3,2490,55651,19104,18432
3,72642,72642,33432,19795
3,10542,10542,1213,3095
3,68849,30636,19546,15660
3,67793,67793,8391,50104
3,39490,39490,38276,19260
3,40547,59087,11569,21898
3,23241,35272,6917,52356
3,30901,30901,19830,14173
3,27876,34863,8391,18931
3,53633,53633,39585,53872
3,10281,54970,33879,6484
3,6108,6108,46299,23544
3,62259,49353,14948,53099
4,57205,57205,12060,13149
4,11962,11962,18977,178
4,18105,18105,29022,24517
4,39475,41731,53100,17131
4,60671,60671,52987,14553
4,9644,9644,14718,53052
4,64984,64984,27572,20901
4,72249,72249,38518,38012
4,1411,50784,27274,28221
4,30128,30128,28790,19198
4,25390,16785,18462,36942
4,19317,19317,3351,55800
4,61752,28593,12012,27112
4,30047,30047,17798,45062
4,46544,46544,38119,33075
4,52707,52707,7022,27918
4,41575,41575,53686,29315
4,32254,32254,25822,5550
4,36833,36833,21876,50940
4,67845,67845,37737,46253
4,60170,13595,8494,5241
4,31823,31823,42278,44556
4,21331,51678,32228,47616
4,7574,28593,20404,22615
4,57029,51019,46018,44266
4,25760,25760,5234,18511
4,1878,1878,15220,45317
4,70452,13038,49040,40249
4,29874,29874,17798,3372
4,11648,11648,44508,45373
4,60953,60953,8452,17874
4,31071,31071,44145,54529
4,67244,67244,53548,54402
4,66730,25641,49299,21818
4,36672,13595,4506,9349
4,73077,72078,2797,16458
4,34923,34923,37781,50534
4,1976,1976,9608,35
4,32493,32493,32867,26041
4,23338,23338,46225,7792
4,35709,23922,15823,22615
4,26581,34191,822,23385
4,48374,48374,15596,42688
4,69674,69674,42912,30463
4,8360,8360,7271,48987
4,52933,52933,24792,13149
4,55437,55437,49075,7977
4,54040,54040,20834,20425
4,51386,51386,44566,18545
4,35336,71405,7060,23480
5,57428,10703,6063,5251
5,16038,35578,41007,5234
5,62980,28483,37041,24629
5,61200,61200,20257,10988
5,17092,17092,9706,29071
5,69263,69263,35416,12067
5,69263,28845,34796,19384
5,36118,33535,27413,25902
5,17881,17881,6183,5263
5,68839,45598,27203,52134
5,14213,14213,49658,10088
5,55305,55305,15962,151
5,49850,53042,44583,19676
5,5816,5816,35048,10088
5,36118,33535,31032,2328
5,19201,56221,43103,40405
5,46544,29651,24655,40979
5,53272,53272,27096,52173
5,54961,54961,23711,33126
5,11486,48881,32121,7046
5,43985,43985,29729,53820
5,52675,52675,39558,51670
5,51860,46201,43981,34865
5,9041,9041,43416,55167
5,9955,9955,15326,46962
5,71628,71628,24314,51459
5,60281,60281,19323,40405
5,4602,4602,24140,45706
5,9041,9041,32421,46572
5,13362,13362,20556,34034
5,39893,42140,37846,56010
5,58944,58944,27073,19676
5,56524,42140,23615,38251
5,70088,70088,33806,6186
5,67562,46201,3950,41084
5,41954,41954,40788,35610
5,20807,20807,6063,51480
5,22393,22393,7055,10859
5,51724,69644,18073,24629
5,32693,34474,31950,51712
5,24518,24518,36417,13770
5,43985,1667,31950,6675
5,1256,1256,33758,41192
5,58652,58652,30405,7046
5,30661,49169,23253,8872
5,70820,70820,41577,54377
5,32241,66152,17996,57247
5,47407,47407,1493,37563
5,31261,37333,46977,8784
5,12348,12348,27405,42288
6,13777,61725,36422,44011
6,59610,64889,49406,42710
6,34565,34565,48417,20285
6,63499,63499,46570,42988
6,31568,31568,45136,4633
6,46465,16853,36124,56369
6,51894,51894,21454,30677
6,25254,25254,42839,42988
6,17039,17039,24430,42988
6,55074,52257,2494,12573
6,73135,73135,11971,35612
6,33672,33672,2494,35113
6,38537,38537,27743,2932
6,17039,17039,26285,49605
6,58344,58344,29421,5208
6,8952,8952,18977,25009
6,56599,2546,29755,19806
6,39654,39654,35057,12192
6,48279,48279,45136,43981
6,51742,51742,42025,35612
6,57375,57375,31922,22952
6,10485,57998,42480,30377
6,48368,18006,48068,16131
6,29651,29651,48447,5208
6,57938,38848,23433,35612
6,3779,3779,47861,35612
6,61225,61225,35057,34439
6,71235,71235,32781,49888
6,6737,6737,18503,51807
6,11720,11720,27844,2740
6,29046,22248,11971,34732
6,60584,46428,24521,14369
6,45915,45915,2259,50096
6,67227,67227,47861,46664
6,56576,41769,41490,47857
6,70398,70398,35057,9364
6,25559,25559,19113,41732
6,8966,8966,24430,42988
6,36030,36030,30230,45338
6,16186,16186,48854,42996
6,63581,63581,17527,44011
6,54736,46837,15885,57875
6,28673,28673,36124,47857
6,11836,35137,41476,13009
6,56238,56238,4714,44413
6,27783,10674,48417,48818
6,52817,52817,48172,19669
6,8411,8411,16127,14529
6,57022,11367,44638,56503
6,36107,36107,20360,47857
7,13197,13197,17489,45840
7,28780,28780,11288,36420
7,47976,47976,30877,36926
7,15068,18475,43821,34606
7,26885,26885,52110,38657
7,15148,15148,43842,45026
7,18639,18639,26230,47746
7,28426,28426,10818,38181
7,40264,40264,39748,1776
7,47491,47491,19147,12055
7,18293,18293,47879,33480
7,48292,48292,52718,41515
7,56308,56308,37435,47430
7,45169,45169,31056,33272
7,6803,6803,32010,55434
7,25547,25547,16105,49194
7,29581,47489,6427,9582
7,30789,30789,43182,7306
7,15689,15689,36841,42069
7,45583,20809,8391,9994
7,2673,2673,37471,42004
7,44128,44128,33171,19669
7,43154,43154,5953,5632
7,68753,68753,23624,36689
7,2952,2952,13255,57875
7,18244,18244,15284,6978
7,66615,66615,4352,9766
7,1510,1510,35067,11895
7,36051,36051,42454,22902
7,47273,47273,29064,35376
7,58669,54507,18999,29993
7,26664,26664,52971,5859
7,21625,66875,23692,58652
7,53266,36436,40492,43683
7,41746,41746,41217,10122
7,54770,54770,31285,11289
7,73504,73504,39748,57042
7,38687,38687,15900,23024
7,8152,8152,21602,34954
